sample_name,sex,dataset,super-population,sub-population
PZT0P,Female,H3Africa,AFR,Kassena
SCD-22,Female,H3Africa,AFR,Cameroon
SCD-225,Female,H3Africa,AFR,Cameroon
SCD-33,Male,H3Africa,AFR,Cameroon
SCD-337,Female,H3Africa,AFR,Cameroon
SCD-348,Male,H3Africa,AFR,Cameroon
SCD-356,Female,H3Africa,AFR,Cameroon
SCD-363,Female,H3Africa,AFR,Cameroon
SCD-369,Female,H3Africa,AFR,Cameroon
SCD-398,Male,H3Africa,AFR,Cameroon
SCD-41,Male,H3Africa,AFR,Cameroon
SCD-421,Male,H3Africa,AFR,Cameroon
SCD-425,Female,H3Africa,AFR,Cameroon
SCD-436,Male,H3Africa,AFR,Cameroon
SCD-479,Female,H3Africa,AFR,Cameroon
SCD-526,Female,H3Africa,AFR,Cameroon
SCD109,Female,H3Africa,AFR,Cameroon
SCD132,Male,H3Africa,AFR,Cameroon
SCD351,Female,H3Africa,AFR,Cameroon
SCD376,Male,H3Africa,AFR,Cameroon
SCD461,Female,H3Africa,AFR,Cameroon
SCD47,Male,H3Africa,AFR,Cameroon
SCD512,Male,H3Africa,AFR,Cameroon
SCD515,Male,H3Africa,AFR,Cameroon
SCD595,Male,H3Africa,AFR,Cameroon
ZC008,Male,H3Africa,AFR,Zambia
ZC009,Male,H3Africa,AFR,Zambia
ZC010,Male,H3Africa,AFR,Zambia
ZC011,Female,H3Africa,AFR,Zambia
ZC013,Male,H3Africa,AFR,Zambia
ZC022,Female,H3Africa,AFR,Zambia
ZC023,Male,H3Africa,AFR,Zambia
ZC024,Male,H3Africa,AFR,Zambia
ZC025,Male,H3Africa,AFR,Zambia
ZC026,Male,H3Africa,AFR,Zambia
ZC027,Female,H3Africa,AFR,Zambia
ZC028,Female,H3Africa,AFR,Zambia
ZM018,Male,H3Africa,AFR,Zambia
ZM021,Female,H3Africa,AFR,Zambia
ZR001,Male,H3Africa,AFR,Zambia
ZR002,Male,H3Africa,AFR,Zambia
ZR004,Male,H3Africa,AFR,Zambia
ZR005,Male,H3Africa,AFR,Zambia
ZR029,Female,H3Africa,AFR,Zambia
ZR030,Female,H3Africa,AFR,Zambia
ZR035,Female,H3Africa,AFR,Zambia
ZR036,Male,H3Africa,AFR,Zambia
ZR037,Male,H3Africa,AFR,Zambia
ZR038,Male,H3Africa,AFR,Zambia
ZR042,Male,H3Africa,AFR,Zambia
ZR044,Female,H3Africa,AFR,Zambia
ZR046,Male,H3Africa,AFR,Zambia
ZR047,Female,H3Africa,AFR,Zambia
ZR049,Male,H3Africa,AFR,Zambia
